DOI,Название статьи,Аннотация,Начало эксперимента,Конец эксперимента,Геопозиция (страна и город с вшитыми координатами),Площадь прототипа (м^2),Коэффициент эквивалентности земли по биомассе,Коэффициент эквивалентности земли по урожайности,Открытость участка,Гигрометрия почвы,Неоднородность почвы,Культура,Расстояние между рядами посадки (м),Покрытие поверхности земли по вертикали,Тип СБ,Ориентация СБ (гр. на юг),Угол наклона СБ (гр.),Шаг между СБ (м),Высота над землей (м),Расстояние между рядами (м),ФАР (отн. нормальной),Горизонтальное глобальное облучение (кВт*ч/м^2/год),Горизонтальное глобальное облучение (кВт*ч/м^2/день),Эффективное глобальное облучение (кВт*ч/м^2/год) - на плоскости коллектора,Падающее глобальное облучение (кВт*ч/м^2),Удельная производительность (Вт/м^2),Полная производительность (кВт),Годовая выработка электроэнергии (кВт*ч/год),Удельная выработка электроэнергии (кВт*ч/(кВт(пик)*год),Сухое вещество,Урожайность,Снижение эвапотранспирации,Изменение влажности почвы,Изменение температуры почвы (гр.),Изменение температуры воздуха (гр.),Примечание,Article Title,Abstract,Beginning of the experiment,End of the experiment,Geolocation (country and city with embedded coordinates),Total_Land_Area_ha,Land_Use_Type,Forestry_to_Agriculture_Ratio,Woody_Species,Woody_Biomass_Yield_tDM_ha,Woody_Relative_Yield_vs_Monoculture_%,Agricultural_Crop,Crop_Yield_tDM_ha,Crop_Relative_Yield_vs_Monoculture_%,PV_System_Type,PV_Power_Density_kWp_ha,PV_Electricity_Yield_kWh_kWp,LCOE_ct_kWh,Tilt_Angle_deg,Orientation,Height_Above_Ground_m,Row_Spacing_m,Shading_Rate_%,Land_Loss_due_to_PV_%,Relative_Field_Yield_RFY_%,Biomass_Cost_EUR_tDM,Land_Equivalent_Ratio_LER,Optimal_Solution_Found,Cost_Reduction_Threshold_for_Competitiveness_%,Yield_Increase_Threshold_for_Competitiveness_%,Biodiversity_Impact,Soil_Protection_Benefit,Non_Monetized_Benefits,Notes,Water body type,Water surface area (m^2),Aquatic organism,Aquaculture production (t/ha),PV model,PV installation type,PV power (kWp),Tilt angle (deg),Azimuth angle (deg),Height above water (m),Coverage ratio,PV area (m^2),PV density (kWp/ha),GHI (kWh/(m2_year)),Specific yield (kWh/kWp),Annual energy output (MWh),Performance Gain vs Land,Water evaporation reduction,Water quality monitoring,Shading impact on organism,Types of energy use,LER_Food_Energy
10.1016/j.ecmx.2026.101614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The future role of agroforestry and Agri-PV in the German energy system — An analysis with the BENOPTex model,"The climate crisis requires a transition to a climate neutral energy system, particularly in sectors that are
hard to decarbonize. For these sectors, biomass-based energy carriers often represent a comparatively costeffective decarbonization option. Given limited suitable land availability and high energy demand, identifying
land-efficient solutions for renewable energy production is crucial. The present study is concerned with the
collection and harmonization of data on the multi-land-use concepts of agricultural photovoltaics (Agri-PV)
and agroforestry. Both concepts are considered here as systems capable of contributing to renewable energy
supply, through electricity generation and biomass production for energy use. The objective is to integrate
these concepts into a model of the German energy system and use the energy system optimization model
BENOPTex to evaluate their economic viability. In various sensitivity analysis, we determine the most costeffective land allocation for energy production on the 2.16 million hectares currently used for energy crops.
Results indicate that, under current yield and cost assumptions, neither Agri-PV nor agroforestry systems
outperform monoculture systems (e.g. Miscanthus) or ground-mounted PV. However, the analysis identifies
yield and cost thresholds at which specific combinations become competitive. For example, a Miscanthus-sugar
beet agroforestry system becomes viable with a 6% yield increase in Miscanthus compared to the monoculture
yield. Despite their current economic disadvantages, Agri-PV and agroforestry offer non-monetized benefits
including biodiversity enhancement and climate resilience. The study concludes that bridging the economic gap
may require valuing these co-benefits or achieving significant cost and yield improvements through research
and innovation.",01.01.2020,01.01.2050,Germany,2160000,"Agroforestry, Agri-PV, Monoculture, Ground-mounted PV (GM-PV)",4, Poplar,,66%,Rapeseed,,108%,S-PV,600.0,1026.0,"8,1",20.0,0.0,5,"9,2",30%,8%,,,,,,,Agroforestry and Agri-PV are noted to have potential benefits for biodiversity enhancement and climate resilience.,"Potential co-benefits of multi-land-use systems include erosion control, improved water distribution, and microclimatic effects (not explicitly modeled).","Biodiversity enhancement, climate resilience, soil protection, erosion control, improved water distribution, microclimatic effects.","This study uses the BENOPTEx energy system optimization model to assess the economic viability of agroforestry and Agri-PV for energy production in Germany. Miscanthus was modeled as a forestry component in hypothetical scenarios. Yield data for agroforestry are based on specific field trials and may not be generalizable. The study concludes that under current assumptions, neither system is cost-optimal compared to monocultures and GM-PV, but identifies thresholds where they could become competitive.",,,,,,,,,,,,,,,,,,,,,,
10.1016/j.ecmx.2026.101614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The future role of agroforestry and Agri-PV in the German energy system — An analysis with the BENOPTex model,"The climate crisis requires a transition to a climate neutral energy system, particularly in sectors that are
hard to decarbonize. For these sectors, biomass-based energy carriers often represent a comparatively costeffective decarbonization option. Given limited suitable land availability and high energy demand, identifying
land-efficient solutions for renewable energy production is crucial. The present study is concerned with the
collection and harmonization of data on the multi-land-use concepts of agricultural photovoltaics (Agri-PV)
and agroforestry. Both concepts are considered here as systems capable of contributing to renewable energy
supply, through electricity generation and biomass production for energy use. The objective is to integrate
these concepts into a model of the German energy system and use the energy system optimization model
BENOPTex to evaluate their economic viability. In various sensitivity analysis, we determine the most costeffective land allocation for energy production on the 2.16 million hectares currently used for energy crops.
Results indicate that, under current yield and cost assumptions, neither Agri-PV nor agroforestry systems
outperform monoculture systems (e.g. Miscanthus) or ground-mounted PV. However, the analysis identifies
yield and cost thresholds at which specific combinations become competitive. For example, a Miscanthus-sugar
beet agroforestry system becomes viable with a 6% yield increase in Miscanthus compared to the monoculture
yield. Despite their current economic disadvantages, Agri-PV and agroforestry offer non-monetized benefits
including biodiversity enhancement and climate resilience. The study concludes that bridging the economic gap
may require valuing these co-benefits or achieving significant cost and yield improvements through research
and innovation.",01.01.2020,01.01.2050,Germany,2160000,"Agroforestry, Agri-PV, Monoculture, Ground-mounted PV (GM-PV)","0,25", Poplar,,56%,Maize silage,,86%,S-PV,600.0,1026.0,"8,1",20.0,0.0,5,"9,2",30%,8%,,,,,,,Agroforestry and Agri-PV are noted to have potential benefits for biodiversity enhancement and climate resilience.,"Potential co-benefits of multi-land-use systems include erosion control, improved water distribution, and microclimatic effects (not explicitly modeled).","Biodiversity enhancement, climate resilience, soil protection, erosion control, improved water distribution, microclimatic effects.","This study uses the BENOPTEx energy system optimization model to assess the economic viability of agroforestry and Agri-PV for energy production in Germany. Miscanthus was modeled as a forestry component in hypothetical scenarios. Yield data for agroforestry are based on specific field trials and may not be generalizable. The study concludes that under current assumptions, neither system is cost-optimal compared to monocultures and GM-PV, but identifies thresholds where they could become competitive.",,,,,,,,,,,,,,,,,,,,,,
10.1016/j.ecmx.2026.101614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The future role of agroforestry and Agri-PV in the German energy system — An analysis with the BENOPTex model,"The climate crisis requires a transition to a climate neutral energy system, particularly in sectors that are
hard to decarbonize. For these sectors, biomass-based energy carriers often represent a comparatively costeffective decarbonization option. Given limited suitable land availability and high energy demand, identifying
land-efficient solutions for renewable energy production is crucial. The present study is concerned with the
collection and harmonization of data on the multi-land-use concepts of agricultural photovoltaics (Agri-PV)
and agroforestry. Both concepts are considered here as systems capable of contributing to renewable energy
supply, through electricity generation and biomass production for energy use. The objective is to integrate
these concepts into a model of the German energy system and use the energy system optimization model
BENOPTex to evaluate their economic viability. In various sensitivity analysis, we determine the most costeffective land allocation for energy production on the 2.16 million hectares currently used for energy crops.
Results indicate that, under current yield and cost assumptions, neither Agri-PV nor agroforestry systems
outperform monoculture systems (e.g. Miscanthus) or ground-mounted PV. However, the analysis identifies
yield and cost thresholds at which specific combinations become competitive. For example, a Miscanthus-sugar
beet agroforestry system becomes viable with a 6% yield increase in Miscanthus compared to the monoculture
yield. Despite their current economic disadvantages, Agri-PV and agroforestry offer non-monetized benefits
including biodiversity enhancement and climate resilience. The study concludes that bridging the economic gap
may require valuing these co-benefits or achieving significant cost and yield improvements through research
and innovation.",01.01.2020,01.01.2050,Germany,2160000,"Agroforestry, Agri-PV, Monoculture, Ground-mounted PV (GM-PV)",4, Poplar,,66%,Maize silage,,86%,S-PV,600.0,1026.0,"8,1",20.0,0.0,5,"9,2",30%,8%,,,,,,,Agroforestry and Agri-PV are noted to have potential benefits for biodiversity enhancement and climate resilience.,"Potential co-benefits of multi-land-use systems include erosion control, improved water distribution, and microclimatic effects (not explicitly modeled).","Biodiversity enhancement, climate resilience, soil protection, erosion control, improved water distribution, microclimatic effects.","This study uses the BENOPTEx energy system optimization model to assess the economic viability of agroforestry and Agri-PV for energy production in Germany. Miscanthus was modeled as a forestry component in hypothetical scenarios. Yield data for agroforestry are based on specific field trials and may not be generalizable. The study concludes that under current assumptions, neither system is cost-optimal compared to monocultures and GM-PV, but identifies thresholds where they could become competitive.",,,,,,,,,,,,,,,,,,,,,,
10.1016/j.ecmx.2026.101614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The future role of agroforestry and Agri-PV in the German energy system — An analysis with the BENOPTex model,"The climate crisis requires a transition to a climate neutral energy system, particularly in sectors that are
hard to decarbonize. For these sectors, biomass-based energy carriers often represent a comparatively costeffective decarbonization option. Given limited suitable land availability and high energy demand, identifying
land-efficient solutions for renewable energy production is crucial. The present study is concerned with the
collection and harmonization of data on the multi-land-use concepts of agricultural photovoltaics (Agri-PV)
and agroforestry. Both concepts are considered here as systems capable of contributing to renewable energy
supply, through electricity generation and biomass production for energy use. The objective is to integrate
these concepts into a model of the German energy system and use the energy system optimization model
BENOPTex to evaluate their economic viability. In various sensitivity analysis, we determine the most costeffective land allocation for energy production on the 2.16 million hectares currently used for energy crops.
Results indicate that, under current yield and cost assumptions, neither Agri-PV nor agroforestry systems
outperform monoculture systems (e.g. Miscanthus) or ground-mounted PV. However, the analysis identifies
yield and cost thresholds at which specific combinations become competitive. For example, a Miscanthus-sugar
beet agroforestry system becomes viable with a 6% yield increase in Miscanthus compared to the monoculture
yield. Despite their current economic disadvantages, Agri-PV and agroforestry offer non-monetized benefits
including biodiversity enhancement and climate resilience. The study concludes that bridging the economic gap
may require valuing these co-benefits or achieving significant cost and yield improvements through research
and innovation.",01.01.2020,01.01.2050,Germany,2160000,"Agroforestry, Agri-PV, Monoculture, Ground-mounted PV (GM-PV)","0,25", Poplar,,56%,Corn grain,,78%,S-PV,600.0,1026.0,"8,1",20.0,0.0,5,"9,2",30%,8%,,,,,,,Agroforestry and Agri-PV are noted to have potential benefits for biodiversity enhancement and climate resilience.,"Potential co-benefits of multi-land-use systems include erosion control, improved water distribution, and microclimatic effects (not explicitly modeled).","Biodiversity enhancement, climate resilience, soil protection, erosion control, improved water distribution, microclimatic effects.","This study uses the BENOPTEx energy system optimization model to assess the economic viability of agroforestry and Agri-PV for energy production in Germany. Miscanthus was modeled as a forestry component in hypothetical scenarios. Yield data for agroforestry are based on specific field trials and may not be generalizable. The study concludes that under current assumptions, neither system is cost-optimal compared to monocultures and GM-PV, but identifies thresholds where they could become competitive.",,,,,,,,,,,,,,,,,,,,,,
10.1016/j.ecmx.2026.101614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The future role of agroforestry and Agri-PV in the German energy system — An analysis with the BENOPTex model,"The climate crisis requires a transition to a climate neutral energy system, particularly in sectors that are
hard to decarbonize. For these sectors, biomass-based energy carriers often represent a comparatively costeffective decarbonization option. Given limited suitable land availability and high energy demand, identifying
land-efficient solutions for renewable energy production is crucial. The present study is concerned with the
collection and harmonization of data on the multi-land-use concepts of agricultural photovoltaics (Agri-PV)
and agroforestry. Both concepts are considered here as systems capable of contributing to renewable energy
supply, through electricity generation and biomass production for energy use. The objective is to integrate
these concepts into a model of the German energy system and use the energy system optimization model
BENOPTex to evaluate their economic viability. In various sensitivity analysis, we determine the most costeffective land allocation for energy production on the 2.16 million hectares currently used for energy crops.
Results indicate that, under current yield and cost assumptions, neither Agri-PV nor agroforestry systems
outperform monoculture systems (e.g. Miscanthus) or ground-mounted PV. However, the analysis identifies
yield and cost thresholds at which specific combinations become competitive. For example, a Miscanthus-sugar
beet agroforestry system becomes viable with a 6% yield increase in Miscanthus compared to the monoculture
yield. Despite their current economic disadvantages, Agri-PV and agroforestry offer non-monetized benefits
including biodiversity enhancement and climate resilience. The study concludes that bridging the economic gap
may require valuing these co-benefits or achieving significant cost and yield improvements through research
and innovation.",01.01.2020,01.01.2050,Germany,2160000,"Agroforestry, Agri-PV, Monoculture, Ground-mounted PV (GM-PV)",4, Poplar,,66%,Corn grain,,78%,S-PV,600.0,1026.0,"8,1",20.0,0.0,5,"9,2",30%,8%,,,,,,,Agroforestry and Agri-PV are noted to have potential benefits for biodiversity enhancement and climate resilience.,"Potential co-benefits of multi-land-use systems include erosion control, improved water distribution, and microclimatic effects (not explicitly modeled).","Biodiversity enhancement, climate resilience, soil protection, erosion control, improved water distribution, microclimatic effects.","This study uses the BENOPTEx energy system optimization model to assess the economic viability of agroforestry and Agri-PV for energy production in Germany. Miscanthus was modeled as a forestry component in hypothetical scenarios. Yield data for agroforestry are based on specific field trials and may not be generalizable. The study concludes that under current assumptions, neither system is cost-optimal compared to monocultures and GM-PV, but identifies thresholds where they could become competitive.",,,,,,,,,,,,,,,,,,,,,,
10.3390/su18031197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assessing an Agrivoltaic System Pilot in a Small-Scale Solar Farm: A Case Study in the Colombian Tropical Dry Forest,"Agrivoltaic systems, which integrate solar energy generation with agricultural production, offer a promising solution to optimize land use efficiency. This work presents a case study for the assessment of an agrivoltaic pilot project in a small-scale solar farm operated by SOLENIUM in San Diego (Cesar, Colombia), located in the Colombian tropical dry forest. The project evaluated environmental conditions, selected melon and watermelon as shade-tolerant crops, and assessed technical challenges, including mechanization constraints. Preliminary results indicated that agrivoltaic systems can maintain agricultural productivity while generating renewable energy, with photosynthetically active radiation measurements averaging 1342 μmol/m2/s in cultivation areas. This case study demonstrates the viability of agrivoltaic systems as a scalable model for sustainable rural development in the Colombian tropical dry forest.",01.01.2024,31.12.2024,San Diego,"2,5",Agri-PV,,,,,Melon,,,Single-axis tracking,520.0,,4,60.0,0.0,"2,4",10,,80%,,,"1,2",,,,"Seven managed honeybee hives were installed within the experimental plot to enhance crop pollination. A pollinator-friendly phytosanitary strategy was adopted, avoiding synthetic fungicides or insecticides.","Field tests indicated higher soil moisture retention in shaded areas between PV panel rows, suggesting potential water conservation benefits. Soil analysis showed a loam texture with balanced drainage.",Water conservation potential due to reduced evapotranspiration under partial shade; enhanced pollinator activity; potential for increased energy generation from bifacial panels due to high-albedo agricultural mulch.,"This case study demonstrates the technical feasibility of integrating shade-tolerant row crops (melon, watermelon) with a bifacial, single-axis tracking solar PV system in the Colombian tropical dry forest. Key challenges addressed included soil mechanization between panel rows, drip irrigation installation, and maintaining a 2m safety distance from tracker bases. PAR measurements averaged 1342 μmol/m²/s in cultivation areas. The project successfully established 4500 watermelon plants across 0.5 ha of cultivable land within the 2.5 ha solar farm. No synthetic pesticides were used to protect pollinators. The study did not include control plots for yield comparison, and long-term data on crop yields and energy production are still needed",,,,,,,,,,,,,,,,,,,,,,
10.1016/j.jclepro.2023.139958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Revisiting the land use conflicts between forests and solar farms through energy efficiency,"Forests and solar energy are both critical to achieving the climate goals proposed by the Paris Agreement. However, large-scale deployment of solar farms requires vast land areas, potentially posing conflicts with other land uses. For example, solar farms have been built in forested regions or with a direct cost to forests (through deforestation). Here, we evaluated land-use conflicts between forests and established solar farms worldwide, and further assessed the energy efficiency effect of placing solar farms over forests using simulation results from seven state-of-the-art Earth system models. Our results, based on remote sensing analysis, showed that 6320 solar farms (9.14%) exhibit land-use conflicts with forests, accounting for 4.9% of the total solar farm area. The capacity factor (CF) of solar farms was found to decrease with increasing forest coverage because of enhanced cloud formation and reduced solar radiation. Even though deforestation was shown to be able to increase the local CF, in deforestation areas CF was still found to be lower than over open land (cropland or grassland). Moreover, the effect of a significantly increased CF following deforestation was found to take about 36 years to emerge, potentially exceeding the service lifetime of a solar farm (25–30 years). Our results highlight the fact that building solar farms over forests or through deforestation leads to no gain in energy efficiency compared to open land, and hence should only be carried out with great caution or completely discouraged.",01.01.1992,31.12.2018,,"47259,2","Forest, Deforested land, Cropland, Grassland, Shrubland, Barren land, Wetlands, Built-up areas",,Forest,,,Cropland,,,Single-axis tracking,,,,,,,,,,,,,,,," Solar farm expansion can result in reduced species richness and diversity, with a shift towards fewer rare species and more non-indigenous species. Forest conversion for solar farms threatens biodiversity conservation.",Forests provide soil and water conservation services which are lost when they are cleared for solar farms.," Forests provide ecosystem services including oxygen release, air purification, wind and sand fixation, soil and water conservation, biodiversity conservation, and carbon sequestration. Agrivoltaics in croplands/grasslands can provide mutual benefits including reduced plant drought stress and reduced PV panel heat stress.","This study analyzes land-use conflicts between existing solar farms and forests globally using remote sensing data, finding that 9.14% of solar farms (6,320 installations) exhibit conflicts with forests, accounting for 4.9% of total solar farm area. Of these, 75.1% were built in forested areas and 24.9% in deforested areas. Using CMIP6 Earth system model simulations, the study finds that solar capacity factor decreases with increasing forest cover due to enhanced cloud formation. Deforestation leads to a negligible increase in capacity factor (0.8% on average) that takes approximately 36 years to become significant—longer than the typical 25-30 year lifetime of a solar farm. The study concludes that building solar farms over forests or through deforestation provides no energy efficiency gain compared to open land (cropland or grassland) and should be discouraged.",,,,,,,,,,,,,,,,,,,,,,
10.1016/j.energy.2024.131904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A technical and economic evaluation of floating photovoltaic systems in the context of the water-energy nexus,"Energy and water scarcity are increasingly global challenges that should be addressed collaboratively. Accordingly, floating photovoltaic systems (FPV), which are mounted on the water's surface, are gaining global acceptance. This system offers several unique benefits over land-based ones, including land preservation, water saving, and enhancing system efficiency. This research seeks to experimentally assess and compare the performance of the FPV with those of a conventional land-based system (LPV) in a Mediterranean climate. To that aim, both the FPV and the LPV are analyzed in terms of electrical and thermal performance, evaporation mitigation, environmental and economic considerations at varied module tilt angles (10°, 15°, 20°, and 30°). The findings reveal that adjusting the FPV tilt to 10° reduces the module temperature by 7.24 °C, leading to a 16 % reduction compared to LPV due to the water surface proximity. The FPV deployment at a tilt of 10° reduced the evaporation by 83.33 %. The FPV surpasses the LPV installed at a tilt angle of 20° by 8.92 % in power generation. It's confirmed that the FPV system produces electricity with a LCOE of 0.059 $/kWh with the potential of saving 2.19 m3/m2 of water vapor annually, which mitigates 5.20 kg of CO2/m2/year.",24.06.2022,30.06.2022,Port Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The study's primary focus is the water-energy nexus, not aquaculture. A 4E (energy, evaporation, economic, environmental) assessment was conducted for an FPV system. Water evaporation savings were calculated and their economic value was estimated based on the cost of desalination.",Reservoir,110,,,S-energy (83W),Pontoon,"0,083",20,0.0,,,"0,6256","7,55",,,,"8,92%","66,67%",Water Temperature,"The article mentions that shading from FPV can reduce algae blooms and eutrophication, but no specific organism was studied",,
10.1016/j.energy.2024.131904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A technical and economic evaluation of floating photovoltaic systems in the context of the water-energy nexus,"Energy and water scarcity are increasingly global challenges that should be addressed collaboratively. Accordingly, floating photovoltaic systems (FPV), which are mounted on the water's surface, are gaining global acceptance. This system offers several unique benefits over land-based ones, including land preservation, water saving, and enhancing system efficiency. This research seeks to experimentally assess and compare the performance of the FPV with those of a conventional land-based system (LPV) in a Mediterranean climate. To that aim, both the FPV and the LPV are analyzed in terms of electrical and thermal performance, evaporation mitigation, environmental and economic considerations at varied module tilt angles (10°, 15°, 20°, and 30°). The findings reveal that adjusting the FPV tilt to 10° reduces the module temperature by 7.24 °C, leading to a 16 % reduction compared to LPV due to the water surface proximity. The FPV deployment at a tilt of 10° reduced the evaporation by 83.33 %. The FPV surpasses the LPV installed at a tilt angle of 20° by 8.92 % in power generation. It's confirmed that the FPV system produces electricity with a LCOE of 0.059 $/kWh with the potential of saving 2.19 m3/m2 of water vapor annually, which mitigates 5.20 kg of CO2/m2/year.",24.06.2022,30.06.2022,Port Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The study's primary focus is the water-energy nexus, not aquaculture. A 4E (energy, evaporation, economic, environmental) assessment was conducted for an FPV system. Water evaporation savings were calculated and their economic value was estimated based on the cost of desalination.",Reservoir,110,,,S-energy (83W),Pontoon,"0,083",10,0.0,,,"0,6256","7,55",,,,"8,92%","83,33%",Water Temperature,"The article mentions that shading from FPV can reduce algae blooms and eutrophication, but no specific organism was studied",,
10.1016/j.energy.2024.131904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A technical and economic evaluation of floating photovoltaic systems in the context of the water-energy nexus,"Energy and water scarcity are increasingly global challenges that should be addressed collaboratively. Accordingly, floating photovoltaic systems (FPV), which are mounted on the water's surface, are gaining global acceptance. This system offers several unique benefits over land-based ones, including land preservation, water saving, and enhancing system efficiency. This research seeks to experimentally assess and compare the performance of the FPV with those of a conventional land-based system (LPV) in a Mediterranean climate. To that aim, both the FPV and the LPV are analyzed in terms of electrical and thermal performance, evaporation mitigation, environmental and economic considerations at varied module tilt angles (10°, 15°, 20°, and 30°). The findings reveal that adjusting the FPV tilt to 10° reduces the module temperature by 7.24 °C, leading to a 16 % reduction compared to LPV due to the water surface proximity. The FPV deployment at a tilt of 10° reduced the evaporation by 83.33 %. The FPV surpasses the LPV installed at a tilt angle of 20° by 8.92 % in power generation. It's confirmed that the FPV system produces electricity with a LCOE of 0.059 $/kWh with the potential of saving 2.19 m3/m2 of water vapor annually, which mitigates 5.20 kg of CO2/m2/year.",24.06.2022,30.06.2022,Port Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The study's primary focus is the water-energy nexus, not aquaculture. A 4E (energy, evaporation, economic, environmental) assessment was conducted for an FPV system. Water evaporation savings were calculated and their economic value was estimated based on the cost of desalination.",Reservoir,110,,,S-energy (83W),Pontoon,"0,083",15,0.0,,,"0,6256","7,55",,,,"8,92%",75%,Water Temperature,"The article mentions that shading from FPV can reduce algae blooms and eutrophication, but no specific organism was studied",,
10.1016/j.energy.2024.131904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A technical and economic evaluation of floating photovoltaic systems in the context of the water-energy nexus,"Energy and water scarcity are increasingly global challenges that should be addressed collaboratively. Accordingly, floating photovoltaic systems (FPV), which are mounted on the water's surface, are gaining global acceptance. This system offers several unique benefits over land-based ones, including land preservation, water saving, and enhancing system efficiency. This research seeks to experimentally assess and compare the performance of the FPV with those of a conventional land-based system (LPV) in a Mediterranean climate. To that aim, both the FPV and the LPV are analyzed in terms of electrical and thermal performance, evaporation mitigation, environmental and economic considerations at varied module tilt angles (10°, 15°, 20°, and 30°). The findings reveal that adjusting the FPV tilt to 10° reduces the module temperature by 7.24 °C, leading to a 16 % reduction compared to LPV due to the water surface proximity. The FPV deployment at a tilt of 10° reduced the evaporation by 83.33 %. The FPV surpasses the LPV installed at a tilt angle of 20° by 8.92 % in power generation. It's confirmed that the FPV system produces electricity with a LCOE of 0.059 $/kWh with the potential of saving 2.19 m3/m2 of water vapor annually, which mitigates 5.20 kg of CO2/m2/year.",24.06.2022,30.06.2022,Port Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The study's primary focus is the water-energy nexus, not aquaculture. A 4E (energy, evaporation, economic, environmental) assessment was conducted for an FPV system. Water evaporation savings were calculated and their economic value was estimated based on the cost of desalination.",Reservoir,110,,,S-energy (83W),Pontoon,"0,083",30,0.0,,,"0,6256","7,55",,,,"8,92%","58,33%",Water Temperature,"The article mentions that shading from FPV can reduce algae blooms and eutrophication, but no specific organism was studied",,
10.1016/j.renene.2021.04.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analysis of water environment on the performances of floating photovoltaic plants,"There is an increasing interest in Floating PV (FPV) plants thanks to their advantages compared with ground and rooftop PV systems, mainly related to very limited land use, evaporation reduction, and improvement of the energy performance. The PV modules installed on water surfaces have a natural cooling due to the microclimate in which they operate, which reduces thermal power losses. Furthermore, they can be equipped with simple and effective forced active water cooling systems which further improve FPVs performance. The objective of this study is to develop and validate mathematical models capable of estimating the performance of bifacial and monofacial PV modules installed on water surfaces. Starting from the energy balances of the PV modules, different scenarios are simulated, such as mono and bifacial systems installed on the rooftop, mono, and bifacial FPV systems in presence of natural (or passive) and forced (or active) cooling. The models are validated against experimental data acquired in FPV systems installed in the Enel Innovation Lab by Enel Green Power, Catania (Italy). The obtained results show an energy gain due to bifaciality of 5.24%. The passive cooling in the FPV increases the energy collected by 3% (maximum obtainable of 6.4%) and 2.6% for the bifacial and monofacial technology respectively. Active cooling in FPVs increases the collected energy by 9.7% (maximum achievable of 13.5%) and 9.5% for the bifacial and monofacial respectively.",30.07.2019,05.08.2019,Catania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mentioned that shading can improve water quality by reducing algae blooms, but no direct observation was made. The study's primary focus is the performance of FPV with passive and active cooling. It introduces the term 'aquavoltaics' in the introduction as a concept combining FPV and aquaculture, but the experimental work does not include aquaculture. The active cooling system uses a 500 W pump (250 Wh consumption per system during operation) to pump lake water over the modules for cooling and cleaning. A bifacial gain (BG) of 5.24% was observed.",Lake,,,,345 Wp bifacial,Pontoon,"0,345",20,0.0,"0,1",,"1,945",,,,,"9,7%",,Water temperature,"Mentioned that shading can improve water quality by reducing algae growth, but no specific organism was studied",Integrated cleaning system (active cooling system with water veil helps clean the modules),
10.1016/j.renene.2021.04.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analysis of water environment on the performances of floating photovoltaic plants,"There is an increasing interest in Floating PV (FPV) plants thanks to their advantages compared with ground and rooftop PV systems, mainly related to very limited land use, evaporation reduction, and improvement of the energy performance. The PV modules installed on water surfaces have a natural cooling due to the microclimate in which they operate, which reduces thermal power losses. Furthermore, they can be equipped with simple and effective forced active water cooling systems which further improve FPVs performance. The objective of this study is to develop and validate mathematical models capable of estimating the performance of bifacial and monofacial PV modules installed on water surfaces. Starting from the energy balances of the PV modules, different scenarios are simulated, such as mono and bifacial systems installed on the rooftop, mono, and bifacial FPV systems in presence of natural (or passive) and forced (or active) cooling. The models are validated against experimental data acquired in FPV systems installed in the Enel Innovation Lab by Enel Green Power, Catania (Italy). The obtained results show an energy gain due to bifaciality of 5.24%. The passive cooling in the FPV increases the energy collected by 3% (maximum obtainable of 6.4%) and 2.6% for the bifacial and monofacial technology respectively. Active cooling in FPVs increases the collected energy by 9.7% (maximum achievable of 13.5%) and 9.5% for the bifacial and monofacial respectively.",30.07.2019,05.08.2019,Catania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mentioned that shading can improve water quality by reducing algae blooms, but no direct observation was made. The study's primary focus is the performance of FPV with passive and active cooling. It introduces the term 'aquavoltaics' in the introduction as a concept combining FPV and aquaculture, but the experimental work does not include aquaculture. The active cooling system uses a 500 W pump (250 Wh consumption per system during operation) to pump lake water over the modules for cooling and cleaning. A bifacial gain (BG) of 5.24% was observed.",Lake,,,,320 Wp monofacial,Pontoon,"0,32",20,0.0,"0,1",,"1,971",,,,,"9,5%",,Water temperature,"Mentioned that shading can improve water quality by reducing algae growth, but no specific organism was studied",Integrated cleaning system (active cooling system with water veil helps clean the modules),
